student_id,internship_id,skills,req_skills,gpa,stipend,match,accept
S00270,I034,manufacturing python java,python networking,6.36,5000,0,0
S01010,I013,autocad writing python presentation analysis,excel backend,5.74,5500,0,0
S00251,I012,networking cloud writing,analysis frontend sql,8.21,4500,0,0
S00338,I011,networking cloud ml autocad,presentation communication excel ml cloud,5.07,5500,0,0
S01091,I029,design autocad java sql python cloud,design java excel,6.63,5500,1,1
S01949,I010,communication python cloud,manufacturing design backend,9.37,5500,1,1
S01203,I037,design excel java backend cloud,java manufacturing,7.52,5000,0,0
S00724,I011,backend excel writing,presentation communication excel ml cloud,7.58,5500,0,0
S01169,I031,networking manufacturing frontend excel,communication sql,7.79,4500,1,0
S01149,I011,sql java design cloud,presentation communication excel ml cloud,9.0,5500,1,0
S01082,I029,manufacturing communication java cloud,design java excel,9.26,5500,0,0
S00395,I035,backend excel design writing,java autocad communication sql,8.53,4500,1,1
S00566,I039,communication presentation java,cloud ml writing,5.42,4500,1,1
S00657,I001,python presentation design,java writing sql,9.28,5000,0,0
S01328,I035,communication manufacturing presentation,java autocad communication sql,7.55,4500,1,0
S01130,I014,python manufacturing networking java,analysis ml networking python,8.07,5000,1,1
S01829,I040,frontend python excel analysis,java cloud,7.99,4500,0,0
S00711,I007,excel analysis presentation manufacturing writing backend,cloud networking backend communication ml,8.13,4500,0,0
S00693,I031,sql excel manufacturing networking,communication sql,7.63,4500,0,0
S01368,I039,excel sql cloud frontend communication java,cloud ml writing,6.24,4500,0,0
S00307,I031,backend python excel frontend,communication sql,7.61,4500,0,0
S00382,I006,ml python frontend sql autocad java,sql backend,6.28,5000,0,0
S01245,I036,design excel manufacturing ml,frontend autocad,7.71,5500,0,0
S01054,I033,design ml sql writing,backend excel java,6.37,5000,0,0
S00249,I025,java python cloud,networking excel,9.77,5000,1,0
S01192,I001,frontend java analysis,java writing sql,6.51,5000,0,0
S00546,I019,sql writing presentation java,design writing java,8.46,5500,1,0
S01827,I006,networking excel writing analysis,sql backend,5.66,5000,0,0
S01443,I038,autocad sql manufacturing ml writing analysis,cloud autocad analysis python sql,8.62,4500,0,0
S01132,I001,ml design writing sql manufacturing,java writing sql,8.33,5000,1,0
S01115,I013,manufacturing cloud python sql,excel backend,8.07,5500,1,0
S01380,I013,sql backend analysis python communication,excel backend,7.31,5500,1,1
S01314,I002,sql manufacturing autocad cloud java,python sql,9.47,5500,0,0
S00655,I019,communication ml analysis python autocad excel,design writing java,7.43,5500,0,0
S01843,I032,writing analysis manufacturing communication networking,sql frontend manufacturing,8.47,5000,0,0
S01382,I002,cloud analysis backend autocad frontend manufacturing,python sql,8.41,5500,1,1
S00349,I012,writing python networking,analysis frontend sql,7.2,4500,0,0
S00761,I031,manufacturing excel autocad,communication sql,6.17,4500,1,0
S00885,I018,design communication ml python writing,java backend networking,6.84,5000,0,0
S00039,I007,cloud presentation communication ml frontend writing,cloud networking backend communication ml,6.97,4500,1,0
S00155,I014,autocad backend frontend manufacturing presentation analysis,analysis ml networking python,8.89,5000,0,0
S00328,I023,cloud backend ml writing,manufacturing presentation design,7.05,5500,0,0
S00536,I032,sql autocad backend analysis frontend manufacturing,sql frontend manufacturing,6.73,5000,0,0
S01516,I022,autocad backend ml cloud sql,networking java,7.17,4500,0,0
S01164,I013,frontend communication python cloud manufacturing,excel backend,7.67,5500,1,0
S00604,I013,presentation design ml sql,excel backend,9.23,5500,0,0
S01797,I001,backend cloud autocad,java writing sql,8.48,5000,0,0
S00280,I040,cloud python manufacturing frontend writing,java cloud,9.0,4500,0,0
S01281,I030,autocad sql networking backend,sql frontend,8.48,5500,1,1
S01082,I028,manufacturing communication java cloud,python design java presentation networking,9.26,4500,1,1
S00987,I037,backend excel design analysis java frontend,java manufacturing,7.9,5000,0,0
S00550,I014,autocad analysis excel backend,analysis ml networking python,6.74,5000,0,0
S01358,I018,analysis python frontend excel,java backend networking,6.48,5000,0,0
S01284,I033,cloud backend networking autocad,backend excel java,7.72,5000,1,0
S01722,I019,writing manufacturing design excel frontend cloud,design writing java,7.13,5500,1,0
S00568,I024,excel cloud python backend writing frontend,autocad analysis writing python backend,5.0,5000,0,0
S01183,I024,design networking analysis excel,autocad analysis writing python backend,6.89,5000,0,0
S01467,I036,presentation python communication manufacturing excel cloud,frontend autocad,7.45,5500,0,0
S00130,I030,analysis communication backend java autocad,sql frontend,10.0,5500,0,0
S01573,I039,writing backend manufacturing frontend,cloud ml writing,7.43,4500,1,0
S01285,I003,ml presentation writing communication excel frontend,networking manufacturing frontend java python,8.86,5500,1,1
S01943,I027,analysis ml manufacturing cloud,communication design networking,6.97,4500,0,0
S01220,I019,presentation ml sql,design writing java,7.75,5500,0,0
S01225,I030,python communication analysis,sql frontend,8.05,5500,0,0
S00822,I027,analysis autocad cloud frontend communication,communication design networking,7.2,4500,1,1
S00098,I030,frontend backend cloud ml sql networking,sql frontend,8.02,5500,0,0
S00374,I015,ml cloud frontend python,frontend analysis,6.08,5500,1,1
S00213,I025,writing cloud java sql,networking excel,7.85,5000,0,0
S00696,I016,sql communication cloud writing design autocad,backend networking,6.77,5000,0,0
S00414,I031,sql analysis presentation,communication sql,9.37,4500,0,0
S00900,I023,writing ml backend cloud manufacturing,manufacturing presentation design,6.92,5500,0,0
S01222,I003,sql analysis backend presentation cloud autocad,networking manufacturing frontend java python,6.82,5500,0,0
S00296,I036,analysis ml manufacturing,frontend autocad,9.6,5500,0,0
S01571,I003,autocad manufacturing writing networking,networking manufacturing frontend java python,7.22,5500,0,0
S01539,I005,presentation backend sql java,presentation sql,9.65,4500,1,1
S00243,I003,design writing autocad networking communication,networking manufacturing frontend java python,7.63,5500,0,0
S01698,I030,design presentation cloud autocad networking,sql frontend,9.58,5500,0,0
S01990,I016,frontend java analysis manufacturing autocad,backend networking,6.14,5000,0,0
S01487,I014,java excel sql writing presentation,analysis ml networking python,9.04,5000,0,0
S01679,I032,sql cloud excel,sql frontend manufacturing,5.4,5000,0,0
S01363,I033,manufacturing java frontend sql design,backend excel java,6.9,5000,0,0
S00708,I010,ml writing communication presentation,manufacturing design backend,5.99,5500,1,0
S00543,I017,manufacturing frontend autocad backend writing,networking autocad,6.38,5000,0,0
S00333,I025,writing design networking presentation backend frontend,networking excel,5.26,5000,0,0
S00666,I013,networking presentation python cloud communication,excel backend,6.57,5500,0,0
S01507,I036,analysis excel ml sql autocad,frontend autocad,8.43,5500,1,1
S00274,I012,networking excel manufacturing communication ml java,analysis frontend sql,7.74,4500,0,0
S01040,I007,java excel analysis python backend,cloud networking backend communication ml,6.71,4500,1,0
S01493,I007,sql cloud java frontend,cloud networking backend communication ml,6.36,4500,0,0
S01289,I014,python java manufacturing frontend cloud excel,analysis ml networking python,7.88,5000,0,0
S01182,I034,manufacturing java frontend design backend analysis,python networking,8.16,5000,0,0
S01545,I013,frontend analysis manufacturing sql,excel backend,8.12,5500,0,0
S00318,I011,presentation ml autocad java,presentation communication excel ml cloud,6.87,5500,0,0
S00565,I014,python networking writing communication,analysis ml networking python,7.01,5000,1,0
S01065,I028,presentation networking cloud frontend writing manufacturing,python design java presentation networking,6.3,4500,0,0
S01229,I027,design sql communication analysis,communication design networking,8.59,4500,0,0
S01868,I037,backend autocad excel manufacturing analysis,java manufacturing,6.38,5000,1,0
S00195,I034,backend sql autocad communication manufacturing,python networking,7.49,5000,0,0
S00970,I018,cloud manufacturing communication presentation autocad writing,java backend networking,6.75,5000,0,0
S00277,I002,sql design networking excel,python sql,6.92,5500,0,0
S00159,I021,autocad frontend cloud presentation writing python,ml writing,5.0,4500,0,0
S01969,I031,presentation manufacturing networking sql backend cloud,communication sql,7.3,4500,0,0
S01497,I008,autocad frontend presentation communication,networking ml manufacturing,7.09,5500,0,0
S01691,I031,python networking writing design communication cloud,communication sql,6.45,4500,0,0
S00918,I010,java python writing cloud presentation,manufacturing design backend,9.01,5500,0,0
S01665,I020,frontend ml excel backend sql cloud,networking excel,7.86,5000,0,0
S00330,I020,writing manufacturing presentation,networking excel,7.04,5000,0,0
S01067,I033,analysis autocad networking sql manufacturing,backend excel java,7.16,5000,0,0
S00332,I018,backend presentation design sql python autocad,java backend networking,7.14,5000,0,0
S01968,I013,manufacturing excel frontend,excel backend,9.63,5500,0,0
S01424,I005,cloud sql frontend analysis,presentation sql,7.86,4500,0,0
S01255,I031,sql backend design analysis writing,communication sql,6.12,4500,0,0
S01233,I028,backend ml manufacturing presentation,python design java presentation networking,5.73,4500,0,0
S00167,I025,ml backend autocad design,networking excel,7.58,5000,0,0
S00995,I001,cloud backend manufacturing ml autocad,java writing sql,7.39,5000,0,0
S01532,I040,python networking analysis excel autocad sql,java cloud,9.22,4500,0,0
S00817,I001,java excel cloud design communication presentation,java writing sql,7.1,5000,0,0
S00498,I031,excel design cloud frontend,communication sql,8.2,4500,0,0
S00369,I036,sql design backend java,frontend autocad,7.33,5500,0,0
S01818,I011,python analysis excel frontend,presentation communication excel ml cloud,8.87,5500,0,0
S00508,I025,design frontend excel presentation java cloud,networking excel,9.47,5000,1,0
S00224,I028,backend autocad frontend writing,python design java presentation networking,6.61,4500,1,0
S00387,I020,autocad frontend manufacturing,networking excel,7.46,5000,0,0
S01923,I027,analysis backend java sql,communication design networking,6.76,4500,1,0
S00325,I030,presentation java analysis manufacturing design,sql frontend,7.6,5500,0,0
S01337,I020,sql frontend networking ml,networking excel,8.83,5000,0,0
S01674,I028,backend java manufacturing,python design java presentation networking,6.28,4500,0,0
S00813,I013,writing sql frontend python analysis cloud,excel backend,6.79,5500,0,0
S01720,I037,analysis cloud networking manufacturing,java manufacturing,7.75,5000,0,0
S01830,I038,excel cloud presentation python communication backend,cloud autocad analysis python sql,6.69,4500,0,0
S00128,I039,excel analysis backend,cloud ml writing,8.07,4500,0,0
S00832,I036,ml manufacturing frontend autocad networking,frontend autocad,6.78,5500,1,1
S01087,I009,sql design presentation python backend writing,sql excel analysis python,6.19,5500,0,0
S00386,I012,analysis writing manufacturing excel python,analysis frontend sql,7.34,4500,0,0
S01751,I022,autocad frontend manufacturing writing design presentation,networking java,9.31,4500,1,0
S00086,I027,backend analysis excel writing autocad frontend,communication design networking,6.15,4500,0,0
S00378,I002,frontend presentation writing python,python sql,7.44,5500,0,0
S00258,I014,communication ml networking,analysis ml networking python,5.98,5000,0,0
S01538,I023,python excel frontend writing presentation design,manufacturing presentation design,8.47,5500,0,0
S00345,I037,ml backend manufacturing communication sql,java manufacturing,7.58,5000,0,0
S01746,I033,design java excel,backend excel java,7.96,5000,0,0
