student_id,internship_id,skills,req_skills_job,gpa,stipend_internship,reservation,gender,rural,match,accept
S00058,I018,design frontend construction_management,python java backend,6.67,5000,OBC,M,0,0,0
S01904,I007,surveying python,manufacturing design networking pcb_design,6.04,5000,GEN,F,0,0,0
S01196,I044,frontend financial_modeling sql seo,sql presentation financial_modeling,7.6,5000,GEN,M,1,1,1
S01538,I021,analysis financial_modeling excel cloud,design manufacturing autocad cad_modelling,7.89,5000,GEN,M,1,0,0
S03634,I002,analysis communication financial_modeling presentation cloud,autocad analysis,7.53,5000,OBC,F,1,0,0
S00720,I025,design seo manufacturing networking,surveying design,7.37,5000,GEN,M,0,0,0
S02386,I003,networking seo,ml sql networking python,7.42,5000,GEN,F,0,0,0
S00155,I041,presentation design communication cloud manufacturing,communication design excel seo,8.27,5000,GEN,F,1,1,1
S00824,I002,java financial_modeling,autocad analysis,6.42,5000,GEN,M,0,0,0
S01525,I035,ml autocad,presentation financial_modeling,7.62,5000,GEN,M,0,0,0
S03519,I049,autocad construction_management presentation java,writing seo design presentation,6.24,5000,OBC,M,1,0,0
S03379,I054,surveying java,networking sql frontend backend,7.54,5000,OBC,M,1,0,0
S03135,I059,sql networking java financial_modeling manufacturing,analysis design manufacturing autocad,6.51,5000,GEN,M,0,0,0
S01878,I016,analysis networking python seo cad_modelling,manufacturing python,7.57,5000,GEN,M,0,1,1
S02814,I050,excel cloud,ml frontend networking,7.89,5000,GEN,M,0,0,0
S02456,I042,design communication social_media,communication excel presentation,8.2,5000,GEN,F,0,0,0
S01206,I025,social_media excel java frontend,surveying design,7.72,5000,GEN,F,0,0,0
S00978,I026,ml design cad_modelling construction_management,networking pcb_design design,6.88,5000,GEN,F,1,1,1
S02721,I058,sql excel presentation manufacturing,cloud sql,6.15,5000,OBC,F,1,0,0
S02160,I021,networking ml backend social_media seo,design manufacturing autocad cad_modelling,5.58,5000,GEN,M,1,0,0
S03769,I030,autocad networking writing,python sql java cloud,7.94,5000,GEN,M,1,0,0
S01307,I059,financial_modeling writing excel sql pcb_design,analysis design manufacturing autocad,7.65,5000,GEN,M,1,0,0
S03091,I053,financial_modeling analysis writing sql,backend sql cloud,6.67,5000,OBC,M,0,1,1
S01138,I005,excel analysis sql,design analysis construction_management,6.69,5000,OBC,M,0,0,0
S01252,I007,manufacturing autocad excel,manufacturing design networking pcb_design,7.47,5000,GEN,F,0,1,1
S03995,I058,frontend backend networking social_media,cloud sql,7.14,5000,GEN,M,1,0,0
S00856,I050,construction_management design sql,ml frontend networking,8.26,5000,OBC,F,1,0,0
S01894,I055,presentation seo,cloud ml backend python,5.31,5000,GEN,M,0,0,0
S02022,I031,autocad analysis,sql analysis,6.6,5000,GEN,M,0,0,0
S01156,I050,python sql ml,ml frontend networking,7.51,5000,GEN,M,0,0,0
S00765,I048,manufacturing cloud,ml java,7.15,5000,OBC,M,0,1,1
S02265,I013,communication analysis presentation,surveying analysis construction_management design,5.15,5000,OBC,F,1,0,0
S01831,I029,sql cloud,design communication,7.6,5000,GEN,M,0,0,0
S02667,I049,communication excel writing ml design,writing seo design presentation,7.03,5000,GEN,M,0,0,0
S00076,I016,python construction_management,manufacturing python,5.6,5000,GEN,M,0,0,0
S00141,I015,presentation seo design,communication presentation excel,7.05,5000,ST,M,0,1,1
S01091,I054,sql ml,networking sql frontend backend,6.21,5000,GEN,M,1,0,0
S02243,I014,python analysis pcb_design writing presentation,backend python frontend,8.92,5000,GEN,M,0,0,0
S01304,I034,excel communication sql,design python manufacturing,6.19,5000,GEN,M,1,0,0
S03318,I050,design social_media,ml frontend networking,7.32,5000,GEN,F,0,0,0
S03096,I043,communication design cloud networking,presentation seo communication writing,8.64,5000,SC,F,1,1,1
S03430,I030,analysis autocad frontend communication social_media,python sql java cloud,7.32,5000,OBC,F,0,0,0
S03900,I053,autocad design social_media,backend sql cloud,5.71,5000,GEN,M,0,0,0
S01315,I045,writing seo,communication analysis excel,7.67,5000,GEN,M,1,0,0
S03017,I035,networking design,presentation financial_modeling,5.95,5000,OBC,F,0,0,0
S01932,I021,backend java analysis sql,design manufacturing autocad cad_modelling,8.38,5000,GEN,F,0,0,0
S00873,I015,cloud frontend financial_modeling cad_modelling analysis,communication presentation excel,6.77,5000,SC,M,0,0,0
S01894,I022,presentation seo,writing seo,5.31,5000,GEN,M,0,0,0
S00828,I050,excel sql presentation frontend financial_modeling,ml frontend networking,7.73,5000,GEN,F,0,0,0
S03404,I015,manufacturing networking pcb_design sql,communication presentation excel,5.31,5000,SC,F,1,0,0
S00650,I057,java cad_modelling construction_management surveying,backend sql cloud ml,6.94,5000,GEN,F,0,0,0
S01500,I017,networking ml,analysis presentation,8.52,5000,GEN,F,0,1,0
S03177,I014,autocad sql,backend python frontend,8.72,5000,GEN,M,0,0,0
S01252,I060,manufacturing autocad excel,design pcb_design analysis python,7.47,5000,GEN,F,0,0,0
S00073,I043,analysis surveying pcb_design social_media autocad,presentation seo communication writing,8.14,5000,ST,F,1,0,0
S00069,I059,presentation financial_modeling analysis,analysis design manufacturing autocad,7.06,5000,GEN,M,1,1,1
S02565,I032,presentation design social_media backend ml,construction_management surveying autocad design,7.41,5000,OBC,O,0,0,0
S03151,I058,analysis communication manufacturing autocad,cloud sql,6.33,5000,GEN,M,0,0,0
S00935,I052,financial_modeling analysis java cad_modelling excel,cloud ml frontend,6.36,5000,OBC,M,0,0,0
S00066,I013,analysis design,surveying analysis construction_management design,6.93,5000,GEN,F,1,0,0
S01392,I025,analysis communication,surveying design,7.24,5000,OBC,M,0,0,0
S00451,I012,communication networking,writing excel seo,6.93,5000,ST,F,1,0,0
S00982,I003,cad_modelling analysis excel financial_modeling seo,ml sql networking python,6.56,5000,OBC,M,0,0,0
S00476,I045,sql java networking cad_modelling,communication analysis excel,8.41,5000,ST,F,0,0,0
S00492,I018,cad_modelling python,python java backend,6.47,5000,OBC,M,1,0,0
S02702,I044,communication presentation manufacturing design,sql presentation financial_modeling,6.69,5000,GEN,M,0,1,1
S00533,I056,analysis excel,ml networking python,6.55,5000,GEN,F,1,0,0
S00181,I023,writing communication autocad cad_modelling,ml frontend sql java,6.98,5000,GEN,F,1,0,0
S02623,I011,python java networking autocad,communication analysis,5.61,5000,GEN,F,0,0,0
S02955,I037,design construction_management,networking python cloud backend,5.94,5000,GEN,M,0,1,1
S00906,I047,design seo,cad_modelling design manufacturing,6.19,5000,OBC,M,0,0,0
S02474,I018,python presentation writing communication cloud,python java backend,6.04,5000,GEN,F,1,0,0
S03355,I033,autocad design seo,python design analysis,6.4,5000,OBC,F,0,1,1
S00427,I027,python design construction_management,autocad construction_management analysis,8.03,5000,GEN,M,1,0,0
S03573,I043,presentation communication analysis manufacturing backend,presentation seo communication writing,6.56,5000,OBC,M,0,0,0
S00491,I015,design analysis,communication presentation excel,6.36,5000,GEN,F,1,0,0
S00287,I023,communication surveying financial_modeling presentation,ml frontend sql java,6.35,5000,SC,M,1,0,0
S01153,I028,manufacturing design python,design analysis cad_modelling,7.21,5000,SC,F,1,0,0
S02363,I032,presentation design,construction_management surveying autocad design,8.1,5000,GEN,F,0,0,0
S00220,I015,ml financial_modeling,communication presentation excel,7.5,5000,OBC,F,0,0,0
S01415,I047,presentation financial_modeling,cad_modelling design manufacturing,7.79,5000,GEN,M,0,0,0
S00266,I006,manufacturing analysis frontend,manufacturing cad_modelling analysis design,7.96,5000,GEN,F,1,0,0
S01180,I037,surveying autocad ml,networking python cloud backend,8.2,5000,OBC,F,1,0,0
S03186,I014,java communication networking cad_modelling python,backend python frontend,7.23,5000,OBC,M,0,1,1
S01729,I049,construction_management surveying presentation writing,writing seo design presentation,6.91,5000,GEN,M,1,1,1
S01727,I013,seo frontend cad_modelling communication,surveying analysis construction_management design,5.8,5000,OBC,F,1,0,0
S01745,I014,manufacturing social_media java python cloud,backend python frontend,6.91,5000,OBC,M,0,0,0
S01097,I031,sql financial_modeling,sql analysis,8.1,5000,GEN,M,0,0,0
S01170,I020,excel communication pcb_design analysis cad_modelling,financial_modeling excel presentation,7.19,5000,OBC,F,0,0,0
S02964,I035,networking cloud,presentation financial_modeling,7.42,5000,OBC,F,0,0,0
S01326,I053,networking cad_modelling autocad,backend sql cloud,6.64,5000,GEN,F,0,0,0
S02912,I035,sql python backend cad_modelling frontend,presentation financial_modeling,6.15,5000,GEN,M,0,0,0
S03916,I003,cloud python sql writing,ml sql networking python,7.9,5000,GEN,M,0,0,0
S02400,I057,presentation python,backend sql cloud ml,8.04,5000,OBC,F,1,0,0
S00412,I017,sql presentation financial_modeling seo python,analysis presentation,7.61,5000,OBC,F,0,0,0
S03102,I059,social_media seo communication ml,analysis design manufacturing autocad,7.43,5000,GEN,M,1,0,0
S03313,I055,excel analysis financial_modeling,cloud ml backend python,6.36,5000,OBC,M,1,0,0
S03852,I040,design excel communication social_media sql,social_media design writing,6.99,5000,GEN,M,1,0,0
S02191,I041,networking java surveying,communication design excel seo,7.69,5000,GEN,F,1,0,0
S02616,I010,construction_management autocad cad_modelling cloud,presentation sql,6.46,5000,OBC,M,0,0,0
S03607,I038,presentation excel analysis cloud,sql analysis,5.41,5000,GEN,M,0,0,0
S02418,I041,design analysis java social_media excel,communication design excel seo,6.57,5000,GEN,M,0,0,0
S01300,I015,networking analysis python cad_modelling backend,communication presentation excel,7.46,5000,OBC,M,0,0,0
S03235,I051,financial_modeling excel communication social_media,networking ml python,7.14,5000,OBC,M,0,0,0
S03233,I040,cad_modelling design analysis,social_media design writing,6.55,5000,GEN,F,0,0,0
S00200,I036,design social_media analysis,frontend python,6.44,5000,OBC,F,1,0,0
S03440,I043,analysis autocad surveying social_media sql,presentation seo communication writing,6.28,5000,OBC,M,1,0,0
S03129,I056,sql financial_modeling backend autocad manufacturing,ml networking python,5.94,5000,OBC,M,0,0,0
S02568,I020,excel seo,financial_modeling excel presentation,6.03,5000,SC,M,1,0,0
S02484,I033,backend frontend seo sql java,python design analysis,4.5,5000,ST,F,0,0,0
S03202,I047,autocad pcb_design backend ml,cad_modelling design manufacturing,7.72,5000,GEN,F,0,0,0
S01321,I018,communication presentation,python java backend,6.99,5000,OBC,M,1,0,0
S00479,I058,manufacturing seo,cloud sql,6.58,5000,GEN,F,1,1,1
S01465,I012,ml networking,writing excel seo,6.2,5000,SC,M,1,0,0
S00266,I008,manufacturing analysis frontend,networking manufacturing python design,7.96,5000,GEN,F,1,0,0
S03784,I022,design surveying construction_management presentation,writing seo,8.13,5000,GEN,M,1,0,0
S01432,I047,python design pcb_design financial_modeling,cad_modelling design manufacturing,6.07,5000,GEN,F,0,0,0
S00061,I018,networking pcb_design design social_media backend,python java backend,5.58,5000,SC,M,1,0,0
S02445,I004,surveying autocad financial_modeling,surveying construction_management autocad design,8.95,5000,SC,F,0,0,0
S03634,I006,analysis communication financial_modeling presentation cloud,manufacturing cad_modelling analysis design,7.53,5000,OBC,F,1,1,0
S00024,I015,communication cloud,communication presentation excel,7.2,5000,OBC,M,0,1,1
S02474,I036,python presentation writing communication cloud,frontend python,6.04,5000,GEN,F,1,0,0
S01401,I012,sql manufacturing,writing excel seo,7.3,5000,OBC,M,0,0,0
S03530,I011,frontend networking java communication excel,communication analysis,5.65,5000,OBC,M,1,0,0
S01075,I014,analysis manufacturing social_media writing ml,backend python frontend,6.19,5000,OBC,F,0,0,0
S01063,I039,networking ml backend manufacturing communication,excel sql,8.3,5000,GEN,M,0,0,0
S03641,I015,social_media frontend networking ml,communication presentation excel,5.9,5000,SC,M,1,0,0
S00086,I016,seo writing presentation,manufacturing python,5.77,5000,SC,F,0,0,0
S00467,I043,cad_modelling design manufacturing frontend,presentation seo communication writing,8.26,5000,GEN,F,1,0,0
S00804,I049,autocad design,writing seo design presentation,7.54,5000,GEN,F,1,0,0
S00086,I045,seo writing presentation,communication analysis excel,5.77,5000,SC,F,0,0,0
S01193,I013,ml frontend surveying,surveying analysis construction_management design,5.81,5000,GEN,F,0,0,0
S00332,I001,python backend manufacturing construction_management social_media,manufacturing design cad_modelling autocad,6.67,5000,GEN,M,0,1,0
S01829,I002,ml financial_modeling communication cad_modelling design,autocad analysis,7.44,5000,GEN,F,1,0,0
S00720,I060,design seo manufacturing networking,design pcb_design analysis python,7.37,5000,GEN,M,0,0,0
S02523,I033,design financial_modeling seo cloud,python design analysis,5.81,5000,GEN,M,0,1,1
S01299,I053,networking seo autocad java,backend sql cloud,6.54,5000,ST,F,1,0,0
S03786,I052,analysis construction_management cad_modelling writing autocad,cloud ml frontend,6.85,5000,OBC,M,0,0,0
S03009,I041,seo java manufacturing financial_modeling analysis,communication design excel seo,7.48,5000,GEN,M,1,1,0
S03723,I017,presentation sql communication frontend,analysis presentation,5.71,5000,OBC,M,0,0,0
S01361,I035,backend networking cloud ml,presentation financial_modeling,7.21,5000,GEN,M,0,0,0
S00813,I057,autocad analysis presentation,backend sql cloud ml,6.36,5000,SC,F,0,0,0
S02769,I019,ml frontend backend,construction_management analysis surveying autocad,5.97,5000,GEN,M,0,0,0
S00906,I056,design seo,ml networking python,6.19,5000,OBC,M,0,0,0
S03826,I041,autocad analysis,communication design excel seo,7.32,5000,GEN,M,0,0,0
S01228,I004,design manufacturing autocad,surveying construction_management autocad design,5.74,5000,OBC,F,1,1,1
S02544,I016,analysis writing communication networking excel,manufacturing python,6.06,5000,GEN,M,1,0,0
S02001,I009,communication manufacturing,design autocad,5.16,5000,GEN,F,0,0,0
S02825,I047,social_media communication ml java,cad_modelling design manufacturing,7.73,5000,GEN,M,0,0,0
S00731,I036,backend cad_modelling writing design,frontend python,8.21,5000,OBC,F,0,0,0
S01159,I004,sql financial_modeling construction_management ml,surveying construction_management autocad design,6.31,5000,GEN,O,0,1,0
S03036,I056,excel financial_modeling writing,ml networking python,6.93,5000,OBC,F,0,0,0
S00588,I055,design ml communication writing surveying,cloud ml backend python,7.64,5000,GEN,F,0,0,0
S03800,I019,analysis excel sql financial_modeling,construction_management analysis surveying autocad,8.78,5000,GEN,M,0,0,0
S03934,I051,networking social_media,networking ml python,8.16,5000,GEN,F,0,0,0
S00370,I059,social_media seo construction_management writing manufacturing,analysis design manufacturing autocad,6.57,5000,SC,F,1,1,1
S00592,I044,manufacturing python surveying design,sql presentation financial_modeling,7.2,5000,GEN,M,1,0,0
S02870,I002,communication financial_modeling,autocad analysis,7.14,5000,GEN,M,0,0,0
S02733,I041,pcb_design analysis manufacturing networking writing,communication design excel seo,6.19,5000,OBC,F,1,0,0
S01655,I018,financial_modeling design analysis cloud,python java backend,6.11,5000,GEN,M,1,0,0
S03557,I041,backend sql frontend social_media cloud,communication design excel seo,7.96,5000,OBC,F,1,0,0
S00369,I035,networking analysis,presentation financial_modeling,6.84,5000,GEN,M,0,1,1
S01154,I014,presentation networking python java analysis,backend python frontend,6.51,5000,ST,M,0,0,0
S00907,I010,networking presentation,presentation sql,5.98,5000,GEN,F,0,0,0
